Date,Open,High,Low,Close,Volume
2019-08-08,47.888281812721345,48.684825611688794,47.694528606203654,48.66090393066406,108038000
2019-08-09,48.33434822690377,48.68490825834056,47.8517227401758,48.25991439819336,98478800
2019-08-12,47.93097076329877,48.51444257030938,47.81811826695935,48.13746643066406,89927600
2019-08-13,48.26712420599327,50.9371579045492,48.13746218750722,50.17600631713867,188874000
2019-08-14,48.780960598066514,49.56852452960049,48.644095544305394,48.68251419067383,146189600
2019-08-15,48.852997569788144,49.256382389403456,47.942974606430376,48.440006256103516,108909600
2019-08-16,49.04989601880567,49.74141717055693,48.944246546865365,49.582942962646484,110481600
2019-08-19,50.57219353284465,51.07882804853604,50.43052887765902,50.50736618041992,97654400
2019-08-20,50.634624409226056,51.22769905454453,50.50016279412302,50.509765625,107537200
2019-08-21,51.141249340489736,51.29971983499902,50.80749515702679,51.05720901489258,86141600
2019-08-22,51.189283823360064,51.48942268562583,50.60341217800857,51.01400375366211,89014800
2019-08-23,50.286449641445806,50.91554301125543,48.26231548209122,48.656097412109375,187272000
2019-08-26,49.42926093993379,49.748609076351144,49.23717136701609,49.58053207397461,104174400
2019-08-27,49.90949029926712,50.07516753420753,48.86980886104783,49.021080017089844,103493200
2019-08-28,49.0066681246404,49.39564686397116,48.81938179356974,49.35002517700195,63755200
2019-08-29,50.063148791485034,50.26004159092135,49.621345384100835,50.185604095458984,83962000
2019-08-30,50.461749711640046,50.531380318643734,49.75101924277267,50.120792388916016,84573600
2019-09-03,49.56612247903739,49.69818428979416,49.03547910827453,49.39084243774414,80092000
2019-09-04,50.03674646797927,50.2984666588224,49.77982952447207,50.22883605957031,76752400
2019-09-05,50.90353845367969,51.376557476754485,50.785882729793876,51.210880279541016,95654800
2019-09-06,51.395778829958495,51.484618759601176,51.02600570478871,51.20608901977539,77449200
2019-09-09,51.58545739982879,51.96963654756328,50.68024137405337,51.424583435058594,109237600
2019-09-10,51.3501518092004,52.05127566981013,50.833914491991756,52.032066345214844,127111600
2019-09-11,52.36101772978543,53.71524388706847,52.27937718938957,53.68642807006836,177158400
2019-09-12,53.97696341496987,54.365942133767874,53.511147403478866,53.56637191772461,128906800
2019-09-13,52.82442313058036,53.014109219748526,52.108893334040154,52.52428436279297,159053200
2019-09-16,52.279370756622576,52.85563939626761,52.2385523233491,52.800411224365234,84632400
2019-09-17,52.81483190453855,53.02132756869173,52.61313582378596,52.99251174926758,73274800
2019-09-18,53.07895237436418,53.508753239988586,52.6899736146539,53.48954391479492,101360000
2019-09-19,53.307056774538246,53.72725114264616,52.91327477040642,53.0549430847168,88242400
2019-09-20,53.15578449922015,53.43911377467882,52.216949430695024,52.27937698364258,221652400
2019-09-23,52.572318178824,52.78601688512093,52.2601730542611,52.517093658447266,76662000
2019-09-24,53.07174174905982,53.42230547207564,52.14971625438767,52.26736831665039,124763200
2019-09-25,52.47626488474743,53.184591670853635,52.137707462518556,53.071739196777344,87613600
2019-09-26,52.82442795501207,53.050132915210256,52.54349848236231,52.79801559448242,75334000
2019-09-27,52.95407947720969,53.0549293235452,52.17131891919025,52.54109191894531,101408000
2019-09-30,53.040529136604164,53.92413970007018,53.01411677472275,53.777671813964844,103909600
2019-10-01,54.04180778638815,54.798156296373676,53.832908635098924,53.926551818847656,139223200
2019-10-02,53.55917160743665,53.68403038252034,52.3274007167669,52.5747184753418,138449200
2019-10-03,52.447447680485034,53.054931924145485,51.65508425549117,53.02131652832031,114426000
2019-10-04,54.178663133484626,54.62287009035569,53.75846874977578,54.50761413574219,138478800
2019-10-07,54.32992905331613,55.20873272385884,54.2266793952243,54.519615173339844,122306000
2019-10-08,54.221881339577685,54.75972776925968,53.8641145411307,53.88092041015625,111820000
2019-10-09,54.51240539550781,54.694888454476924,54.17865121925164,54.51240539550781,74770400
2019-10-10,54.728517233423744,55.33119839486909,54.577249742952276,55.24715805053711,113013600
2019-10-11,55.93387223570824,57.059993724351415,55.78020129962542,56.716636657714844,166795600
2019-10-14,56.402082686698684,57.17764399561088,56.34685817252537,56.63499069213867,96427600
2019-10-15,56.75986191418055,57.06240057658288,56.39729547769647,56.50294494628906,87360000
2019-10-16,56.03471879637498,56.48372898515924,55.99390035444989,56.27482986450195,73903200
2019-10-17,56.44769878510148,56.70221587996945,56.07072638906214,56.49332046508789,67585200
2019-10-18,56.32764461231242,57.04557789777624,56.25561057187668,56.7646484375,97433600
2019-10-21,57.03117389835004,57.8643594805564,56.98315242424609,57.74910354614258,87247200
2019-10-22,57.905186536916496,58.1549004377134,57.535413437281406,57.6170539855957,82293600
2019-10-23,58.130884866797174,58.40461130875165,57.91958597693626,58.390201568603516,75828800
2019-10-24,58.70955335592496,58.7791876143368,58.06125423337426,58.48625183105469,69275200
2019-10-25,58.38540555436381,59.24260012348222,58.31817475144487,59.20658493041992,73477200
2019-10-28,59.40828132176833,59.847685025604804,59.240204303203505,59.79966354370117,96572800
2019-10-29,59.78045498091568,59.96774132739238,58.24374555756727,58.416622161865234,142839600
2019-10-30,58.769586633499244,58.89924866845541,57.91719523037346,58.409420013427734,124522000
2019-10-31,59.36506765293137,59.82848030145837,56.968756318935924,59.73003387451172,139162000
2019-11-01,59.917323202335595,61.45163300835245,59.82608347432118,61.42522430419922,151125200
2019-11-04,61.78777591806556,61.912638359081036,61.31956374708165,61.82859802246094,103272000
2019-11-05,61.72054836324468,61.99427850362642,61.5452719696819,61.73976135253906,79897600
2019-11-06,61.65331038805769,61.826190633565766,61.31715639057186,61.76616287231445,75864400
2019-11-07,62.3128483676645,62.7005915790344,62.16112308276353,62.47902297973633,94940400
2019-11-08,62.300826541440614,62.72228251352526,61.857696572744686,62.6500358581543,69986400
2019-11-11,62.20689431328376,63.21116685235938,62.202080319789076,63.14614486694336,81821200
2019-11-12,62.989591152239775,63.28822775645039,62.837873203264316,63.08833312988281,87388800
2019-11-13,62.88841359765937,63.76744826046671,62.873964276596524,63.69279098510742,102734400
2019-11-14,63.51944479875991,63.791586155257114,63.12207343866122,63.25212478637695,89182800
2019-11-15,63.502574886013555,64.00832351523762,63.34122157477898,64.00350952148438,100206400
2019-11-18,64.01314687975272,64.4057042415667,63.635046200532344,64.32623291015625,86703200
2019-11-19,64.51886989658281,64.54295455850364,63.914386775129536,64.13113403320312,76167200
2019-11-20,63.950531562042315,64.08057555077937,62.71265154989095,63.38457489013672,106234400
2019-11-21,63.504975845506166,63.58204383142426,62.90048531472307,63.100379943847656,121395200
2019-11-22,63.2400638402488,63.38215381547278,62.81860790794425,63.04499053955078,65325200
2019-11-25,63.26896005744073,64.1672658843364,63.22320139858819,64.15040588378906,84020400
2019-11-26,64.28768211784275,64.34066544148382,63.21838765861975,63.649478912353516,105207600
2019-11-27,63.96013495495072,64.53813741439751,63.89511298558591,64.5044174194336,65235600
2019-11-29,64.20581874836382,64.54298211036162,64.0372333925599,64.36235809326172,46617600
2019-12-02,64.36715556270056,64.6031735303105,63.44718305749584,63.61817169189453,94487200
2019-12-03,62.20930803145001,62.503123340399675,61.722830078760026,62.48386001586914,114430400
2019-12-04,62.873993707598274,63.41345487874028,62.78006572711878,63.03534698486328,67181600
2019-12-05,63.52902984580128,64.03477815356514,63.27374869657265,63.960113525390625,74424400
2019-12-06,64.41773515061479,65.26546100190234,64.37437981221761,65.19561767578125,106075600
2019-12-09,65.02461117015103,65.21727374488681,63.79877771559981,64.28285217285156,128042400
2019-12-10,64.68746036332061,65.04148360806178,64.02757585193183,64.65856170654297,90420400
2019-12-11,64.73803916107421,65.28954641231785,64.66338184077233,65.21006774902344,78756800
2019-12-12,64.48997619221315,65.64115256416365,64.3791955584024,65.37623596191406,137310400
2019-12-13,65.37624490379989,66.3010387920999,65.24860425293159,66.2649154663086,133587600
2019-12-16,66.71044750574998,67.62320261796066,66.70563351279964,67.39922332763672,128186000
2019-12-17,67.32940214182528,67.85922811740664,67.143956803204,67.53170013427734,114158400
2019-12-18,67.38478014032236,67.89052873128885,67.22101616979477,67.37033081054688,116028400
2019-12-19,67.31250658669452,67.71710235790785,67.18005200015853,67.43773651123047,98369200
2019-12-20,67.97001134578234,68.07115666009031,67.08615475855936,67.29808807373047,275978000
2019-12-23,67.560591164887,68.45648637288053,67.52205716835296,68.39627838134766,98572000
2019-12-24,68.562448734815,68.61061806486987,68.13617882730028,68.46129608154297,48478800
2019-12-26,68.59377651700305,69.83647060071867,68.56487785103917,69.81961059570312,93121200
2019-12-27,70.11100606214161,70.7973786870116,69.38851010956454,69.79310607910156,146266000
2019-12-30,69.71123070858043,70.48912073727585,68.69010535047886,70.20734405517578,144114400
2019-12-31,69.82438857743935,70.72750817106555,69.72564661991683,70.72028350830078,100805600
2020-01-02,71.34406195339083,72.39409318664748,71.09119131937346,72.3338851928711,135480400
2020-01-03,71.56321309934685,72.38926493117573,71.40667380039741,71.63064575195312,146322800
2020-01-06,70.75402846338375,72.23995764322866,70.5035611498287,72.20142364501953,118387200
2020-01-07,72.21104883104543,72.46633010238772,71.64268897397623,71.86184692382812,108872000
2020-01-08,71.56560624404386,73.31886213203573,71.56560624404386,73.017822265625,132079200
2020-01-09,73.99320996049889,74.76146451044018,73.74275001069596,74.56880187988281,170108400
